event_date,device_category,country,source,medium,total_users,page_views,item_views,add_to_carts,checkouts,purchases,total_revenue
2020-11-25,desktop,Pakistan,<Other>,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Georgia,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,desktop,Vietnam,(data deleted),(data deleted),3,48,23,0,2,0,0.0
2020-11-25,mobile,Nigeria,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,mobile,Singapore,<Other>,referral,2,2,0,0,0,0,0.0
2020-11-25,desktop,Sri Lanka,<Other>,referral,1,1,0,0,0,0,0.0
2020-11-25,tablet,Mexico,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,mobile,(not set),(direct),(none),3,3,0,0,0,0,0.0
2020-11-25,mobile,Singapore,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,tablet,Ukraine,google,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,(not set),<Other>,referral,2,1,1,0,0,0,0.0
2020-11-25,desktop,Sweden,<Other>,referral,1,1,0,0,0,0,0.0
2020-11-25,tablet,India,google,organic,3,4,3,0,0,0,0.0
2020-11-25,desktop,Argentina,(direct),(none),2,6,3,0,0,0,0.0
2020-11-25,mobile,Ukraine,shop.googlemerchandisestore.com,referral,1,24,32,0,0,0,0.0
2020-11-25,mobile,South Korea,<Other>,organic,1,8,1,0,2,0,0.0
2020-11-25,mobile,Canada,<Other>,organic,2,10,0,0,0,0,0.0
2020-11-25,desktop,Denmark,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,desktop,Nigeria,google,organic,1,3,0,0,0,0,0.0
2020-11-25,desktop,Vietnam,google,cpc,1,5,1,0,0,0,0.0
2020-11-25,desktop,Iraq,google,organic,1,2,0,0,0,0,0.0
2020-11-25,mobile,Singapore,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,mobile,Canada,google,cpc,5,15,4,0,0,0,0.0
2020-11-25,mobile,Ukraine,<Other>,referral,1,15,5,0,1,0,0.0
2020-11-25,mobile,Chile,<Other>,referral,1,0,0,0,0,0,0.0
2020-11-25,mobile,Bangladesh,google,organic,1,2,0,0,0,0,0.0
2020-11-25,mobile,Iraq,google,organic,1,2,0,0,0,0,0.0
2020-11-25,desktop,Greece,<Other>,<Other>,1,8,1,0,0,0,0.0
2020-11-25,desktop,Romania,<Other>,<Other>,1,10,1,0,0,0,0.0
2020-11-25,desktop,Portugal,google,organic,1,0,0,0,0,0,0.0
2020-11-25,mobile,Brazil,(data deleted),(data deleted),2,1,0,0,0,0,0.0
2020-11-25,mobile,Finland,google,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,United Arab Emirates,(direct),(none),3,3,0,0,0,0,0.0
2020-11-25,mobile,Israel,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,mobile,Lithuania,google,organic,1,3,2,0,0,0,0.0
2020-11-25,mobile,Peru,google,organic,2,3,0,0,0,0,0.0
2020-11-25,desktop,Ukraine,google,organic,3,8,2,0,0,0,0.0
2020-11-25,desktop,Portugal,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,mobile,Pakistan,shop.googlemerchandisestore.com,referral,2,2,0,0,0,0,0.0
2020-11-25,desktop,Kenya,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,mobile,Belarus,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Italy,google,cpc,1,1,1,0,0,0,0.0
2020-11-25,mobile,(not set),<Other>,referral,2,10,4,0,0,0,0.0
2020-11-25,desktop,Mexico,shop.googlemerchandisestore.com,referral,2,3,2,0,0,0,0.0
2020-11-25,desktop,Colombia,<Other>,<Other>,2,5,0,0,0,0,0.0
2020-11-25,desktop,Italy,<Other>,organic,1,3,0,0,0,0,0.0
2020-11-25,desktop,Bangladesh,(direct),(none),4,9,0,0,0,0,0.0
2020-11-25,mobile,Hong Kong,<Other>,<Other>,1,21,4,0,1,0,0.0
2020-11-25,desktop,Ukraine,<Other>,referral,1,4,1,0,0,0,0.0
2020-11-25,mobile,Paraguay,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Netherlands,shop.googlemerchandisestore.com,referral,3,4,0,0,0,0,0.0
2020-11-25,mobile,Malaysia,(data deleted),(data deleted),1,8,1,2,0,0,0.0
2020-11-25,desktop,Venezuela,(direct),(none),1,1,1,0,0,0,0.0
2020-11-25,desktop,Brazil,<Other>,referral,2,2,0,0,0,0,0.0
2020-11-25,desktop,Denmark,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2020-11-25,mobile,Portugal,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,tablet,Mongolia,(data deleted),(data deleted),1,6,1,0,0,0,0.0
2020-11-25,desktop,Netherlands,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,desktop,Poland,google,cpc,1,13,4,0,0,0,0.0
2020-11-25,desktop,Hong Kong,shop.googlemerchandisestore.com,referral,2,2,0,0,0,0,0.0
2020-11-25,mobile,Denmark,google,organic,2,8,1,0,0,0,0.0
2020-11-25,tablet,Japan,google,organic,1,3,0,0,0,0,0.0
2020-11-25,mobile,Switzerland,google,organic,2,4,0,0,0,0,0.0
2020-11-25,desktop,Indonesia,google,cpc,1,5,2,0,0,0,0.0
2020-11-25,desktop,Israel,google,cpc,1,15,4,1,0,0,0.0
2020-11-25,mobile,Guatemala,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,desktop,Austria,<Other>,referral,1,1,0,0,0,0,0.0
2020-11-25,mobile,Finland,(direct),(none),2,7,5,0,0,0,0.0
2020-11-25,desktop,Colombia,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2020-11-25,mobile,Portugal,(direct),(none),2,7,2,0,0,0,0.0
2020-11-25,desktop,Canada,google,cpc,2,8,5,0,0,0,0.0
2020-11-25,desktop,Algeria,google,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Thailand,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,mobile,Taiwan,shop.googlemerchandisestore.com,referral,3,9,0,0,0,0,0.0
2020-11-25,mobile,Romania,(data deleted),(data deleted),1,15,10,0,0,0,0.0
2020-11-25,mobile,Belgium,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,desktop,Kazakhstan,(direct),(none),1,3,1,0,0,0,0.0
2020-11-25,mobile,Hong Kong,google,cpc,1,5,0,0,0,0,0.0
2020-11-25,tablet,Italy,google,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Myanmar (Burma),(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,desktop,Philippines,<Other>,<Other>,1,3,1,0,0,0,0.0
2020-11-25,desktop,Russia,<Other>,<Other>,1,3,2,0,0,0,0.0
2020-11-25,mobile,Lithuania,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Chile,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,mobile,Colombia,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,mobile,Saudi Arabia,google,organic,1,3,0,0,0,0,0.0
2020-11-25,mobile,Austria,(direct),(none),1,9,5,0,0,0,0.0
2020-11-25,mobile,Brazil,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,desktop,Czechia,google,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Morocco,google,organic,3,21,7,0,0,0,0.0
2020-11-25,desktop,Switzerland,<Other>,organic,1,1,0,0,0,0,0.0
2020-11-25,mobile,Malaysia,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,mobile,Armenia,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,mobile,Portugal,google,organic,2,2,0,0,0,0,0.0
2020-11-25,mobile,Singapore,<Other>,<Other>,4,13,2,0,1,0,0.0
2020-11-25,desktop,Italy,(data deleted),(data deleted),2,120,73,0,4,0,0.0
2020-11-25,desktop,South Korea,<Other>,organic,2,8,3,0,0,0,0.0
2020-11-25,mobile,Nigeria,<Other>,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Israel,<Other>,referral,1,0,0,0,0,0,0.0
2020-11-25,mobile,Panama,google,organic,1,0,0,0,0,0,0.0
2020-11-25,mobile,Mexico,<Other>,referral,4,33,7,0,3,1,0.0
2020-11-25,mobile,Mexico,(direct),(none),1,2,0,0,0,0,0.0
2020-11-25,mobile,Pakistan,<Other>,organic,1,2,0,0,0,0,0.0
2020-11-25,mobile,France,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2020-11-25,desktop,Saudi Arabia,<Other>,<Other>,1,19,2,0,0,0,0.0
2020-11-25,desktop,Australia,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2020-11-25,tablet,Poland,<Other>,<Other>,1,2,0,0,0,0,0.0
2020-11-25,desktop,Japan,<Other>,<Other>,2,2,0,0,0,0,0.0
2020-11-25,desktop,Kenya,google,organic,1,0,0,0,0,0,0.0
2020-11-25,mobile,Czechia,google,organic,1,1,0,0,0,0,0.0
2020-11-25,mobile,Hong Kong,google,organic,2,4,1,0,0,0,0.0
2020-11-25,mobile,Hong Kong,shop.googlemerchandisestore.com,referral,1,6,2,0,0,0,0.0
2020-11-25,desktop,Morocco,google,cpc,1,2,0,0,0,0,0.0
2020-11-25,desktop,Norway,(data deleted),(data deleted),1,10,1,0,1,0,0.0
2020-11-25,mobile,Croatia,<Other>,organic,1,14,16,0,0,0,0.0
2020-11-25,desktop,Ukraine,shop.googlemerchandisestore.com,referral,1,1,1,0,0,0,0.0
2020-11-25,desktop,Mexico,google,cpc,1,15,6,0,0,0,0.0
2020-11-25,desktop,Mexico,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,desktop,Croatia,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,mobile,Japan,<Other>,organic,2,6,1,0,0,0,0.0
2020-11-25,desktop,Thailand,(direct),(none),1,1,1,0,0,0,0.0
2020-11-25,desktop,(not set),google,cpc,3,3,0,0,0,0,0.0
2020-11-25,desktop,Belgium,shop.googlemerchandisestore.com,referral,1,14,9,0,0,0,0.0
2020-11-25,mobile,Jordan,google,cpc,1,4,1,0,0,0,0.0
2020-11-25,mobile,Sri Lanka,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,mobile,Kazakhstan,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,South Korea,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,desktop,Jamaica,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,mobile,Armenia,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,mobile,Norway,google,organic,1,4,0,0,0,0,0.0
2020-11-25,desktop,Ireland,<Other>,<Other>,2,2,0,0,0,0,0.0
2020-11-25,mobile,South Africa,(direct),(none),1,2,0,0,0,0,0.0
2020-11-25,mobile,Poland,<Other>,<Other>,1,3,0,0,0,0,0.0
2020-11-25,mobile,Philippines,google,organic,2,12,2,0,0,0,0.0
2020-11-25,desktop,Russia,<Other>,organic,1,3,0,0,0,0,0.0
2020-11-25,mobile,Sri Lanka,<Other>,referral,1,3,0,0,0,0,0.0
2020-11-25,desktop,Japan,shop.googlemerchandisestore.com,referral,3,3,0,0,0,0,0.0
2020-11-25,tablet,Australia,google,cpc,1,1,0,0,0,0,0.0
2020-11-25,tablet,France,<Other>,<Other>,1,3,0,0,0,0,0.0
2020-11-25,desktop,Turkey,<Other>,organic,1,1,0,0,0,0,0.0
2020-11-25,mobile,Serbia,(direct),(none),1,4,0,0,0,0,0.0
2020-11-25,desktop,Ireland,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2020-11-25,mobile,Sweden,<Other>,referral,1,4,1,0,0,0,0.0
2020-11-25,mobile,Panama,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,desktop,Puerto Rico,<Other>,organic,1,1,0,0,0,0,0.0
2020-11-25,tablet,Australia,google,organic,1,10,5,0,1,0,0.0
2020-11-25,desktop,France,<Other>,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Armenia,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,desktop,Philippines,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2020-11-25,mobile,Australia,(direct),(none),2,12,3,0,0,0,0.0
2020-11-25,mobile,Slovakia,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Colombia,<Other>,organic,1,2,0,0,0,0,0.0
2020-11-25,desktop,Colombia,(direct),(none),2,2,0,0,0,0,0.0
2020-11-25,desktop,Greece,<Other>,organic,2,2,0,0,0,0,0.0
2020-11-25,desktop,Chile,<Other>,<Other>,2,2,0,0,0,0,0.0
2020-11-25,desktop,Egypt,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Ukraine,(data deleted),(data deleted),2,8,1,0,0,0,0.0
2020-11-25,desktop,Myanmar (Burma),(data deleted),(data deleted),1,1,0,0,0,0,0.0
2020-11-25,mobile,Trinidad & Tobago,(direct),(none),1,10,0,0,0,0,0.0
2020-11-25,mobile,Estonia,google,organic,1,1,0,0,0,0,0.0
2020-11-25,desktop,Malta,google,organic,1,0,0,0,0,0,0.0
2020-11-25,desktop,Slovakia,(direct),(none),1,3,4,0,0,0,0.0
2020-11-25,desktop,Trinidad & Tobago,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-25,tablet,United States,<Other>,organic,2,8,0,0,0,0,0.0
2020-11-25,mobile,Italy,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,desktop,Jordan,<Other>,referral,1,3,0,0,0,0,0.0
2020-11-25,tablet,Brazil,(direct),(none),1,1,0,0,0,0,0.0
2020-11-25,tablet,South Korea,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-25,mobile,United Arab Emirates,google,organic,1,3,0,0,0,0,0.0
2020-11-25,tablet,Turkey,google,organic,1,5,2,0,0,0,0.0
2020-11-25,desktop,Malaysia,(data deleted),(data deleted),1,4,0,0,0,0,0.0
2020-11-25,desktop,(not set),<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Ecuador,(data deleted),(data deleted),1,3,1,0,0,0,0.0
2020-11-25,desktop,Kosovo,google,organic,1,10,4,0,0,0,0.0
2020-11-25,desktop,Kuwait,<Other>,referral,1,1,7,0,0,0,0.0
2020-11-25,desktop,Austria,<Other>,<Other>,1,2,0,0,0,0,0.0
2020-11-25,desktop,Netherlands,<Other>,(data deleted),1,0,0,0,0,0,0.0
2020-11-25,desktop,Argentina,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-25,desktop,Saudi Arabia,shop.googlemerchandisestore.com,referral,1,55,43,0,0,0,0.0
2020-11-24,desktop,United States,(direct),(none),241,1229,420,0,29,14,1069.0
2020-11-24,desktop,United States,google,organic,364,1547,477,0,26,9,761.0
2020-11-24,desktop,United States,<Other>,organic,34,154,36,0,5,4,738.0
2020-11-24,mobile,United States,google,organic,230,667,193,0,11,3,611.0
2020-11-24,mobile,United States,(data deleted),(data deleted),58,410,172,0,10,5,444.0
2020-11-24,desktop,India,google,organic,76,360,110,0,4,4,432.0
2020-11-24,mobile,India,(data deleted),(data deleted),8,88,74,0,1,2,384.0
2020-11-24,mobile,United States,shop.googlemerchandisestore.com,referral,70,559,196,0,9,6,379.0
2020-11-24,desktop,United States,(data deleted),(data deleted),85,365,143,0,14,5,303.0
2020-11-24,mobile,Japan,<Other>,organic,1,23,16,0,1,1,280.0
2020-11-24,desktop,India,shop.googlemerchandisestore.com,referral,29,227,76,0,11,6,264.0
2020-11-24,mobile,Pakistan,(direct),(none),2,19,6,0,2,1,248.0
2020-11-24,mobile,Kuwait,(direct),(none),1,63,31,0,1,2,246.0
2020-11-24,mobile,United States,(direct),(none),163,769,291,0,10,5,215.0
2020-11-24,desktop,France,(direct),(none),16,97,41,0,2,2,204.0
2020-11-24,desktop,Bulgaria,google,organic,1,43,24,0,5,2,178.0
2020-11-24,mobile,Peru,google,organic,4,94,48,0,5,6,176.0
2020-11-24,desktop,Indonesia,<Other>,<Other>,4,66,42,0,2,1,166.0
2020-11-24,mobile,Poland,(data deleted),(data deleted),1,38,15,0,2,2,158.0
2020-11-24,mobile,United States,<Other>,referral,76,305,92,0,8,3,151.0
2020-11-24,mobile,Dominican Republic,<Other>,<Other>,1,42,24,0,4,2,148.0
2020-11-24,mobile,Pakistan,google,organic,5,49,21,0,2,1,147.0
2020-11-24,mobile,India,(direct),(none),36,262,103,0,6,3,144.0
2020-11-24,desktop,South Korea,<Other>,<Other>,4,34,9,0,3,2,140.0
2020-11-24,desktop,Canada,google,organic,61,221,61,0,8,2,131.0
2020-11-24,mobile,Thailand,google,organic,5,55,31,0,2,2,130.0
2020-11-24,desktop,Canada,shop.googlemerchandisestore.com,referral,22,105,57,0,2,1,130.0
2020-11-24,mobile,Singapore,<Other>,referral,5,43,10,0,2,2,126.0
2020-11-24,desktop,United States,<Other>,<Other>,150,541,122,0,14,2,106.0
2020-11-24,desktop,United Kingdom,google,organic,19,96,31,0,5,1,98.0
2020-11-24,desktop,South Korea,(direct),(none),7,33,8,0,2,2,96.0
2020-11-24,desktop,Poland,google,organic,14,48,19,0,1,2,92.0
2020-11-24,desktop,Kazakhstan,(data deleted),(data deleted),1,17,8,0,1,1,90.0
2020-11-24,mobile,Singapore,<Other>,<Other>,6,49,14,0,3,2,88.0
2020-11-24,mobile,India,shop.googlemerchandisestore.com,referral,12,67,49,0,1,1,83.0
2020-11-24,mobile,Taiwan,(data deleted),(data deleted),3,30,12,0,1,1,72.0
2020-11-24,desktop,Indonesia,(data deleted),(data deleted),4,22,2,0,1,2,70.0
2020-11-24,desktop,India,<Other>,organic,8,28,11,0,1,1,61.0
2020-11-24,tablet,United States,<Other>,<Other>,3,40,18,0,2,1,60.0
2020-11-24,desktop,United Kingdom,(direct),(none),20,159,122,0,5,1,59.0
2020-11-24,desktop,Canada,(direct),(none),32,102,23,0,3,2,58.0
2020-11-24,desktop,United States,shop.googlemerchandisestore.com,referral,116,453,147,0,10,1,55.0
2020-11-24,mobile,Netherlands,(direct),(none),4,23,1,0,1,1,55.0
2020-11-24,mobile,United Kingdom,<Other>,referral,9,94,27,0,9,3,53.0
2020-11-24,desktop,Egypt,(direct),(none),2,26,15,0,1,1,52.0
2020-11-24,desktop,Italy,(data deleted),(data deleted),3,43,12,0,3,1,49.0
2020-11-24,desktop,Canada,(data deleted),(data deleted),8,33,8,0,1,2,48.0
2020-11-24,desktop,United Kingdom,<Other>,organic,7,36,12,0,1,1,48.0
2020-11-24,desktop,China,google,organic,12,41,2,0,1,1,46.0
2020-11-24,desktop,United States,<Other>,referral,121,575,221,0,5,1,44.0
2020-11-24,desktop,Belgium,<Other>,<Other>,4,21,4,0,1,1,44.0
2020-11-24,desktop,Spain,(data deleted),(data deleted),2,49,23,0,1,1,44.0
2020-11-24,desktop,Canada,<Other>,referral,18,69,16,0,2,1,39.0
2020-11-24,mobile,France,<Other>,referral,4,32,25,0,3,2,36.0
2020-11-24,desktop,Taiwan,google,organic,14,52,7,0,1,1,24.0
2020-11-24,mobile,Belgium,<Other>,<Other>,2,24,8,0,4,1,24.0
2020-11-24,desktop,Germany,(direct),(none),6,21,2,0,2,2,24.0
2020-11-24,desktop,Netherlands,google,cpc,2,23,12,0,2,1,22.0
2020-11-24,mobile,Pakistan,<Other>,referral,2,77,25,0,5,1,22.0
2020-11-24,mobile,France,google,organic,12,47,16,0,1,2,18.0
2020-11-24,desktop,Ireland,(direct),(none),6,45,5,0,2,1,18.0
2020-11-24,desktop,United States,google,cpc,43,217,87,0,2,1,16.0
2020-11-24,mobile,Belgium,(direct),(none),2,22,4,0,3,1,15.0
2020-11-24,desktop,Vietnam,google,organic,5,34,14,0,2,1,13.0
2020-11-24,mobile,United States,<Other>,<Other>,86,373,96,0,4,0,0.0
2020-11-24,mobile,India,<Other>,<Other>,22,61,8,0,0,0,0.0
2020-11-24,mobile,United Kingdom,shop.googlemerchandisestore.com,referral,9,30,14,0,0,0,0.0
2020-11-24,desktop,Netherlands,<Other>,<Other>,4,12,0,0,0,0,0.0
2020-11-24,mobile,Netherlands,google,organic,6,15,1,0,0,0,0.0
2020-11-24,mobile,Japan,<Other>,<Other>,5,20,8,0,0,0,0.0
2020-11-24,desktop,Poland,shop.googlemerchandisestore.com,referral,4,42,48,0,0,0,0.0
2020-11-24,desktop,Mexico,google,cpc,3,20,6,0,1,0,0.0
2020-11-24,desktop,Saudi Arabia,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-24,desktop,Philippines,<Other>,<Other>,3,3,0,0,0,0,0.0
2020-11-24,desktop,Australia,(direct),(none),5,8,3,0,0,0,0.0
2020-11-24,mobile,Taiwan,google,organic,8,59,23,0,1,0,0.0
2020-11-24,mobile,(not set),google,organic,3,4,0,0,0,0,0.0
2020-11-24,mobile,Canada,(data deleted),(data deleted),14,83,35,0,2,0,0.0
2020-11-24,desktop,Lithuania,<Other>,referral,3,6,0,0,0,0,0.0
2020-11-24,desktop,Thailand,<Other>,referral,1,12,9,0,0,0,0.0
2020-11-24,desktop,Russia,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-24,tablet,Brazil,(direct),(none),2,8,1,0,0,0,0.0
2020-11-24,mobile,Bahrain,google,organic,1,2,0,0,0,0,0.0
2020-11-24,desktop,Sweden,<Other>,referral,1,8,6,0,0,0,0.0
2020-11-24,desktop,Mexico,google,organic,11,59,18,0,0,0,0.0
2020-11-24,desktop,Indonesia,(direct),(none),7,37,12,0,1,0,0.0
2020-11-24,desktop,Morocco,(direct),(none),1,1,0,0,0,0,0.0
2020-11-24,desktop,Italy,<Other>,<Other>,4,13,3,0,1,0,0.0
2020-11-24,desktop,Albania,google,organic,1,44,23,0,0,0,0.0
2020-11-24,mobile,Canada,google,organic,40,212,96,0,1,0,0.0
2020-11-24,tablet,United States,(direct),(none),8,17,3,0,0,0,0.0
2020-11-24,desktop,Morocco,<Other>,referral,1,18,14,0,0,0,0.0
2020-11-24,desktop,(not set),google,organic,7,26,1,0,0,0,0.0
2020-11-24,mobile,Taiwan,(direct),(none),7,17,6,0,0,0,0.0
2020-11-24,desktop,Ecuador,shop.googlemerchandisestore.com,referral,1,1,1,0,0,0,0.0
2020-11-24,mobile,Brazil,google,organic,8,10,2,0,0,0,0.0
2020-11-24,desktop,Greece,<Other>,referral,3,5,0,0,0,0,0.0
2020-11-24,mobile,Ukraine,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-24,mobile,Brazil,(data deleted),(data deleted),6,7,1,0,0,0,0.0
2020-11-24,mobile,India,google,cpc,4,36,9,0,0,0,0.0
2020-11-24,mobile,Philippines,shop.googlemerchandisestore.com,referral,2,3,1,0,0,0,0.0
2020-11-24,mobile,Canada,<Other>,<Other>,15,45,10,0,0,0,0.0
2020-11-24,mobile,United States,google,cpc,22,107,48,0,1,0,0.0
2020-11-24,mobile,Spain,<Other>,referral,4,48,14,0,2,0,0.0
2020-11-24,desktop,Brazil,<Other>,referral,1,2,0,0,0,0,0.0
2020-11-24,desktop,France,google,organic,18,72,32,0,0,0,0.0
2020-11-24,mobile,Saudi Arabia,google,organic,1,0,0,0,0,0,0.0
2020-11-24,mobile,Saudi Arabia,(direct),(none),2,2,1,0,0,0,0.0
2020-11-24,desktop,Switzerland,google,organic,3,17,0,0,0,0,0.0
2020-11-24,mobile,Norway,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-24,mobile,Netherlands,(data deleted),(data deleted),2,2,0,0,0,0,0.0
2020-11-24,desktop,Australia,google,cpc,1,3,1,0,0,0,0.0
2020-11-24,desktop,Morocco,google,organic,2,0,0,0,0,0,0.0
2020-11-24,desktop,South Korea,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-24,mobile,United Kingdom,(direct),(none),8,39,10,0,0,0,0.0
2020-11-24,mobile,Singapore,google,organic,11,48,24,0,0,0,0.0
2020-11-24,mobile,Ukraine,google,organic,4,9,0,0,0,0,0.0
2020-11-24,mobile,Philippines,(direct),(none),4,7,1,0,0,0,0.0
2020-11-24,desktop,Canada,<Other>,<Other>,29,74,21,0,0,0,0.0
2020-11-24,desktop,Ireland,(data deleted),(data deleted),2,1,0,0,0,0,0.0
2020-11-24,tablet,Portugal,<Other>,referral,1,4,0,0,0,0,0.0
2020-11-24,desktop,Hong Kong,(direct),(none),9,47,8,0,2,0,0.0
2020-11-24,desktop,Russia,google,organic,6,19,1,0,0,0,0.0
2020-11-24,desktop,India,google,cpc,8,24,9,0,0,0,0.0
2020-11-24,desktop,Turkey,<Other>,<Other>,5,15,0,0,0,0,0.0
2020-11-24,mobile,Estonia,<Other>,<Other>,1,0,0,0,0,0,0.0
2020-11-24,mobile,India,google,organic,39,88,29,0,0,0,0.0
2020-11-24,mobile,United Kingdom,(data deleted),(data deleted),5,26,10,0,0,0,0.0
2020-11-24,mobile,France,(direct),(none),12,14,6,0,0,0,0.0
2020-11-24,desktop,(not set),(direct),(none),6,29,6,0,0,0,0.0
2020-11-24,mobile,South Korea,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2020-11-24,desktop,United Arab Emirates,google,organic,4,18,1,0,0,0,0.0
2020-11-24,tablet,Pakistan,google,organic,1,1,0,0,0,0,0.0
2020-11-24,mobile,Mexico,(data deleted),(data deleted),1,5,1,0,0,0,0.0
2020-11-24,desktop,Taiwan,<Other>,referral,3,5,0,0,0,0,0.0
2020-11-24,mobile,France,shop.googlemerchandisestore.com,referral,7,19,3,0,3,0,0.0
2020-11-24,desktop,Brazil,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2020-11-24,tablet,Belgium,<Other>,<Other>,1,1,0,0,0,0,0.0
2020-11-24,mobile,Israel,(direct),(none),2,6,2,0,0,0,0.0
2020-11-24,desktop,Pakistan,<Other>,referral,1,0,0,0,0,0,0.0
2020-11-24,desktop,Netherlands,google,organic,11,29,5,0,0,0,0.0
2020-11-24,desktop,India,<Other>,referral,21,69,13,0,0,0,0.0
2020-11-24,desktop,Slovenia,<Other>,referral,1,8,0,0,0,0,0.0
2020-11-24,mobile,Italy,(data deleted),(data deleted),4,5,0,0,0,0,0.0
2020-11-24,mobile,Canada,google,cpc,6,120,53,0,1,0,0.0
2020-11-24,mobile,Sri Lanka,<Other>,<Other>,1,9,0,0,0,0,0.0
2020-11-24,mobile,Malaysia,(direct),(none),1,1,0,0,0,0,0.0
2020-11-24,mobile,Germany,<Other>,<Other>,3,5,0,0,0,0,0.0
2020-11-24,mobile,Colombia,<Other>,<Other>,2,4,0,0,0,0,0.0
2020-11-24,mobile,Romania,google,organic,1,1,0,0,0,0,0.0
2020-11-24,desktop,Chile,<Other>,referral,2,5,0,0,0,0,0.0
2020-11-24,tablet,Australia,(direct),(none),1,0,0,0,0,0,0.0
2020-11-24,desktop,Hong Kong,(data deleted),(data deleted),1,5,0,0,0,0,0.0
2020-11-24,mobile,Croatia,google,organic,1,2,0,0,0,0,0.0
2020-11-24,desktop,Japan,(direct),(none),8,19,4,0,0,0,0.0
2020-11-24,desktop,Ireland,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2020-11-24,desktop,Austria,google,cpc,2,3,0,0,0,0,0.0
2020-11-24,desktop,Sri Lanka,(data deleted),(data deleted),1,13,4,0,0,0,0.0
2020-11-24,mobile,Italy,<Other>,referral,5,24,4,0,0,0,0.0
2020-11-24,mobile,United Kingdom,<Other>,<Other>,6,12,2,0,0,0,0.0
2020-11-24,mobile,China,(direct),(none),8,17,3,0,0,0,0.0
